name	nbRequest	nbRequestOK	nbRequestKO	minResponseTime	minResponseTimeOK	minResponseTimeKO	maxResponseTime	maxResponseTimeOK	maxResponseTimeKO	meanResponseTime	meanResponseTimeOK	meanResponseTimeKO	deviation	deviationOK	deviationKO	percentile1	percentile1OK	percentile1KO	percentile2	percentile2OK	percentile2KO	group1Name	group1Count	group1Percentage	group2Name	group2Count	group2Percentage	group3Name	group3Count	group3Percentage	group4Name	group4Count	group4Percentage	meanNumberOfRequestsPerSecond	meanNumberOfRequestsPerSecondOK	meanNumberOfRequestsPerSecondKO
enterDetails / request_56	101	101	0	20	20	-1	470	470	-1	63	63	-1	57	57	-1	110	110	-1	310	310	-1	t < 800 ms	101	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
enterDetails / request_57	101	101	0	30	30	-1	530	530	-1	68	68	-1	48	48	-1	90	90	-1	170	170	-1	t < 800 ms	101	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
enterDetails / request_58	101	101	0	50	50	-1	1620	1620	-1	139	139	-1	264	264	-1	810	810	-1	1340	1340	-1	t < 800 ms	95	94	800 ms < t < 1200 ms	4	3	t > 1200 ms	2	1	failed	0	0	0	0	-1
enterDetails / request_59	101	101	0	40	40	-1	920	920	-1	102	102	-1	119	119	-1	250	250	-1	590	590	-1	t < 800 ms	100	99	800 ms < t < 1200 ms	1	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
enterDetails / request_60	101	101	0	30	30	-1	260	260	-1	38	38	-1	26	26	-1	60	60	-1	130	130	-1	t < 800 ms	101	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
enterDetails / request_61	101	101	0	50	50	-1	840	840	-1	316	316	-1	137	137	-1	560	560	-1	690	690	-1	t < 800 ms	100	99	800 ms < t < 1200 ms	1	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
enterDetails / request_62	101	101	0	10	10	-1	320	320	-1	16	16	-1	32	32	-1	20	20	-1	70	70	-1	t < 800 ms	101	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
enterDetails / request_63	101	101	0	10	10	-1	40	40	-1	12	12	-1	6	6	-1	20	20	-1	40	40	-1	t < 800 ms	101	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
enterDetails / request_64	101	101	0	10	10	-1	40	40	-1	12	12	-1	5	5	-1	20	20	-1	30	30	-1	t < 800 ms	101	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
enterDetails / request_65	101	101	0	20	20	-1	460	460	-1	28	28	-1	44	44	-1	40	40	-1	80	80	-1	t < 800 ms	101	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
enterDetails / request_66	101	101	0	10	10	-1	100	100	-1	15	15	-1	16	16	-1	40	40	-1	90	90	-1	t < 800 ms	101	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
enterDetails / request_67	101	101	0	10	10	-1	30	30	-1	11	11	-1	2	2	-1	20	20	-1	20	20	-1	t < 800 ms	101	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
enterDetails / request_68	101	101	0	350	350	-1	1350	1350	-1	362	362	-1	99	99	-1	360	360	-1	380	380	-1	t < 800 ms	100	99	800 ms < t < 1200 ms	0	0	t > 1200 ms	1	0	failed	0	0	0	0	-1
enterDetails / request_69	101	101	0	30	30	-1	260	260	-1	41	41	-1	31	31	-1	100	100	-1	150	150	-1	t < 800 ms	101	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
enterDetails / request_70	101	101	0	30	30	-1	120	120	-1	36	36	-1	17	17	-1	60	60	-1	110	110	-1	t < 800 ms	101	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
enterDetails / request_71	101	101	0	10	10	-1	200	200	-1	18	18	-1	27	27	-1	70	70	-1	130	130	-1	t < 800 ms	101	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
save	101	101	0	80	80	-1	1170	1170	-1	294	294	-1	320	320	-1	940	940	-1	1040	1040	-1	t < 800 ms	87	86	800 ms < t < 1200 ms	14	13	t > 1200 ms	0	0	failed	0	0	0	0	-1
save / request_72	101	101	0	80	80	-1	1170	1170	-1	287	287	-1	320	320	-1	930	930	-1	1040	1040	-1	t < 800 ms	88	87	800 ms < t < 1200 ms	13	12	t > 1200 ms	0	0	failed	0	0	0	0	-1
