name	nbRequest	nbRequestOK	nbRequestKO	minResponseTime	minResponseTimeOK	minResponseTimeKO	maxResponseTime	maxResponseTimeOK	maxResponseTimeKO	meanResponseTime	meanResponseTimeOK	meanResponseTimeKO	deviation	deviationOK	deviationKO	percentile1	percentile1OK	percentile1KO	percentile2	percentile2OK	percentile2KO	group1Name	group1Count	group1Percentage	group2Name	group2Count	group2Percentage	group3Name	group3Count	group3Percentage	group4Name	group4Count	group4Percentage	meanNumberOfRequestsPerSecond	meanNumberOfRequestsPerSecondOK	meanNumberOfRequestsPerSecondKO
Init / request_9	201	201	0	310	310	-1	1510	1510	-1	400	400	-1	124	124	-1	510	510	-1	760	760	-1	t < 800 ms	199	99	800 ms < t < 1200 ms	0	0	t > 1200 ms	2	0	failed	0	0	0	0	-1
Init / request_10	201	201	0	310	310	-1	660	660	-1	386	386	-1	61	61	-1	510	510	-1	570	570	-1	t < 800 ms	201	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
Init / request_11	201	201	0	310	310	-1	640	640	-1	380	380	-1	62	62	-1	490	490	-1	550	550	-1	t < 800 ms	201	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
Init / request_12	201	201	0	470	470	-1	1580	1580	-1	562	562	-1	112	112	-1	690	690	-1	1090	1090	-1	t < 800 ms	196	97	800 ms < t < 1200 ms	4	1	t > 1200 ms	1	0	failed	0	0	0	0	-1
Init / request_13	201	201	0	310	310	-1	1910	1910	-1	399	399	-1	122	122	-1	480	480	-1	580	580	-1	t < 800 ms	200	99	800 ms < t < 1200 ms	0	0	t > 1200 ms	1	0	failed	0	0	0	0	-1
Login	201	199	2	2350	2800	2350	12350	5450	12350	3041	2997	7350	701	247	5000	3200	3150	12350	4350	3950	12350	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	199	99	failed	2	0	0	0	0
Login / request_14	201	199	2	320	320	370	10340	2020	10340	450	401	5355	717	159	4985	530	510	10340	1290	1120	10340	t < 800 ms	195	97	800 ms < t < 1200 ms	2	0	t > 1200 ms	2	0	failed	2	0	0	0	0
Login / request_14 Redirect 1	199	199	0	340	340	-1	1410	1410	-1	590	590	-1	109	109	-1	760	760	-1	1040	1040	-1	t < 800 ms	193	96	800 ms < t < 1200 ms	4	2	t > 1200 ms	2	1	failed	0	0	0	0	-1
Login / request_14 Redirect 2	2	2	0	500	500	-1	540	540	-1	520	520	-1	20	20	-1	540	540	-1	540	540	-1	t < 800 ms	2	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
landing page	201	188	13	138850	140250	138850	175100	166300	175100	146145	145277	158700	0	0	0	156650	153800	174950	173100	156650	175100	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	188	93	failed	13	6	0	0	0
landing page / request_15	201	199	2	310	310	1420	11660	2380	11660	457	396	6540	821	202	5120	480	470	11660	2020	1320	11660	t < 800 ms	195	97	800 ms < t < 1200 ms	1	0	t > 1200 ms	3	1	failed	2	0	0	0	0
landing page / request_16	201	199	2	670	670	1480	1600	1550	1600	803	795	1540	140	123	60	1090	1030	1600	1480	1290	1600	t < 800 ms	132	65	800 ms < t < 1200 ms	62	30	t > 1200 ms	5	2	failed	2	0	0	0	0
landing page / request_17	201	201	0	470	470	-1	2090	2090	-1	569	569	-1	193	193	-1	800	800	-1	1900	1900	-1	t < 800 ms	190	94	800 ms < t < 1200 ms	8	3	t > 1200 ms	3	1	failed	0	0	0	0	-1
landing page / request_18	201	201	0	330	330	-1	1510	1510	-1	550	550	-1	109	109	-1	660	660	-1	1060	1060	-1	t < 800 ms	197	98	800 ms < t < 1200 ms	3	1	t > 1200 ms	1	0	failed	0	0	0	0	-1
landing page / request_19	201	200	1	340	340	10380	10380	1720	10380	593	544	10380	701	110	0	660	660	10380	890	860	10380	t < 800 ms	197	98	800 ms < t < 1200 ms	2	0	t > 1200 ms	1	0	failed	1	0	0	0	0
landing page / request_20	201	200	1	360	360	11710	11710	1140	11710	610	554	11710	789	87	0	680	670	11710	980	960	11710	t < 800 ms	197	98	800 ms < t < 1200 ms	3	1	t > 1200 ms	0	0	failed	1	0	0	0	0
landing page / request_21	201	200	1	310	310	1800	4770	4770	1800	1797	1797	1800	494	495	0	2780	2780	1800	3490	3490	1800	t < 800 ms	4	1	800 ms < t < 1200 ms	0	0	t > 1200 ms	196	97	failed	1	0	0	0	0
landing page / request_22	201	200	1	330	330	1530	1530	760	1530	549	544	1530	95	65	0	670	670	1530	750	750	1530	t < 800 ms	200	99	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	1	0	0	0	0
landing page / request_23	201	200	1	310	310	1640	1640	750	1640	398	392	1640	110	65	0	500	490	1640	590	580	1640	t < 800 ms	200	99	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	1	0	0	0	0
landing page / request_24	201	200	1	330	330	1630	2780	2780	1630	560	554	1630	198	185	0	650	650	1630	1520	880	1630	t < 800 ms	196	97	800 ms < t < 1200 ms	2	0	t > 1200 ms	2	0	failed	1	0	0	0	0
landing page / request_25	201	200	1	330	330	1470	1470	1220	1470	564	559	1470	111	93	0	660	660	1470	1070	860	1470	t < 800 ms	197	98	800 ms < t < 1200 ms	2	0	t > 1200 ms	1	0	failed	1	0	0	0	0
landing page / request_26	201	201	0	340	340	-1	1960	1960	-1	570	570	-1	145	145	-1	660	660	-1	1040	1040	-1	t < 800 ms	195	97	800 ms < t < 1200 ms	4	1	t > 1200 ms	2	0	failed	0	0	0	0	-1
landing page / request_27	201	201	0	310	310	-1	570	570	-1	392	392	-1	57	57	-1	500	500	-1	550	550	-1	t < 800 ms	201	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
landing page / request_28	201	201	0	330	330	-1	900	900	-1	539	539	-1	73	73	-1	650	650	-1	760	760	-1	t < 800 ms	199	99	800 ms < t < 1200 ms	2	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
landing page / request_29	201	201	0	360	360	-1	870	870	-1	548	548	-1	69	69	-1	670	670	-1	750	750	-1	t < 800 ms	200	99	800 ms < t < 1200 ms	1	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
landing page / request_30	201	201	0	310	310	-1	710	710	-1	392	392	-1	66	66	-1	480	480	-1	570	570	-1	t < 800 ms	201	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
landing page / request_31	201	201	0	310	310	-1	730	730	-1	386	386	-1	53	53	-1	470	470	-1	510	510	-1	t < 800 ms	201	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
landing page / request_32	201	201	0	360	360	-1	1110	1110	-1	544	544	-1	70	70	-1	630	630	-1	670	670	-1	t < 800 ms	200	99	800 ms < t < 1200 ms	1	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
landing page / request_33	201	201	0	310	310	-1	770	770	-1	541	541	-1	72	72	-1	660	660	-1	700	700	-1	t < 800 ms	201	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
landing page / request_34	201	201	0	310	310	-1	720	720	-1	401	401	-1	64	64	-1	500	500	-1	580	580	-1	t < 800 ms	201	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
landing page / request_35	201	201	0	320	320	-1	1870	1870	-1	406	406	-1	119	119	-1	490	490	-1	600	600	-1	t < 800 ms	200	99	800 ms < t < 1200 ms	0	0	t > 1200 ms	1	0	failed	0	0	0	0	-1
landing page / request_36	201	201	0	360	360	-1	1050	1050	-1	551	551	-1	73	73	-1	660	660	-1	710	710	-1	t < 800 ms	200	99	800 ms < t < 1200 ms	1	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
landing page / request_37	201	201	0	310	310	-1	2220	2220	-1	405	405	-1	163	163	-1	520	520	-1	770	770	-1	t < 800 ms	199	99	800 ms < t < 1200 ms	0	0	t > 1200 ms	2	0	failed	0	0	0	0	-1
landing page / request_38	201	201	0	340	340	-1	910	910	-1	538	538	-1	74	74	-1	660	660	-1	770	770	-1	t < 800 ms	199	99	800 ms < t < 1200 ms	2	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
landing page / request_39	201	201	0	310	310	-1	1020	1020	-1	381	381	-1	70	70	-1	480	480	-1	540	540	-1	t < 800 ms	200	99	800 ms < t < 1200 ms	1	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
landing page / request_40	201	201	0	340	340	-1	1470	1470	-1	545	545	-1	95	95	-1	660	660	-1	700	700	-1	t < 800 ms	199	99	800 ms < t < 1200 ms	1	0	t > 1200 ms	1	0	failed	0	0	0	0	-1
landing page / request_41	201	201	0	310	310	-1	870	870	-1	395	395	-1	70	70	-1	480	480	-1	580	580	-1	t < 800 ms	200	99	800 ms < t < 1200 ms	1	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
landing page / request_42	201	201	0	310	310	-1	600	600	-1	383	383	-1	53	53	-1	470	470	-1	580	580	-1	t < 800 ms	201	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
landing page / request_43	201	201	0	360	360	-1	2110	2110	-1	553	553	-1	157	157	-1	660	660	-1	730	730	-1	t < 800 ms	199	99	800 ms < t < 1200 ms	0	0	t > 1200 ms	2	0	failed	0	0	0	0	-1
landing page / request_44	201	201	0	320	320	-1	830	830	-1	541	541	-1	70	70	-1	650	650	-1	720	720	-1	t < 800 ms	200	99	800 ms < t < 1200 ms	1	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
landing page / request_45	201	201	0	350	350	-1	2750	2750	-1	548	548	-1	169	169	-1	650	650	-1	760	760	-1	t < 800 ms	199	99	800 ms < t < 1200 ms	1	0	t > 1200 ms	1	0	failed	0	0	0	0	-1
landing page / request_46	201	201	0	380	380	-1	740	740	-1	528	528	-1	58	58	-1	650	650	-1	700	700	-1	t < 800 ms	201	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
landing page / request_47	201	200	1	350	350	470	32610	32610	470	9029	9072	470	3225	3175	0	14820	14820	470	17550	17550	470	t < 800 ms	4	1	800 ms < t < 1200 ms	0	0	t > 1200 ms	196	97	failed	1	0	0	0	0
landing page / request_48	201	199	2	330	330	1650	10410	1540	10410	625	571	6030	706	115	4380	710	700	10410	1540	870	10410	t < 800 ms	194	96	800 ms < t < 1200 ms	3	1	t > 1200 ms	2	0	failed	2	0	0	0	0
landing page / request_49	201	200	1	310	310	11720	11720	1470	11720	467	410	11720	802	102	0	520	510	11720	760	720	11720	t < 800 ms	199	99	800 ms < t < 1200 ms	0	0	t > 1200 ms	1	0	failed	1	0	0	0	0
landing page / request_50	201	200	1	310	310	1580	1580	840	1580	433	427	1580	108	73	0	560	550	1580	760	680	1580	t < 800 ms	199	99	800 ms < t < 1200 ms	1	0	t > 1200 ms	0	0	failed	1	0	0	0	0
landing page / request_51	201	200	1	320	320	1710	1710	1500	1710	673	667	1710	145	130	0	870	850	1710	1240	1050	1710	t < 800 ms	177	88	800 ms < t < 1200 ms	21	10	t > 1200 ms	2	0	failed	1	0	0	0	0
landing page / request_52	201	200	1	330	330	1550	1550	750	1550	420	414	1550	102	66	0	540	530	1550	580	570	1550	t < 800 ms	200	99	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	1	0	0	0	0
landing page / request_53	201	200	1	320	320	1480	1480	740	1480	438	433	1480	100	66	0	540	530	1480	640	620	1480	t < 800 ms	200	99	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	1	0	0	0	0
landing page / request_54	201	201	0	330	330	-1	1840	1840	-1	551	551	-1	134	134	-1	650	650	-1	860	860	-1	t < 800 ms	197	98	800 ms < t < 1200 ms	2	0	t > 1200 ms	2	0	failed	0	0	0	0	-1
landing page / request_55	201	201	0	310	310	-1	580	580	-1	389	389	-1	61	61	-1	510	510	-1	540	540	-1	t < 800 ms	201	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
landing page / request_56	201	201	0	350	350	-1	1360	1360	-1	965	965	-1	120	120	-1	1130	1130	-1	1180	1180	-1	t < 800 ms	5	2	800 ms < t < 1200 ms	195	97	t > 1200 ms	1	0	failed	0	0	0	0	-1
landing page / request_57	201	201	0	330	330	-1	1970	1970	-1	456	456	-1	193	193	-1	610	610	-1	1590	1590	-1	t < 800 ms	197	98	800 ms < t < 1200 ms	0	0	t > 1200 ms	4	1	failed	0	0	0	0	-1
landing page / request_58	201	201	0	320	320	-1	1170	1170	-1	409	409	-1	79	79	-1	510	510	-1	570	570	-1	t < 800 ms	200	99	800 ms < t < 1200 ms	1	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
landing page / request_59	201	201	0	330	330	-1	2270	2270	-1	644	644	-1	142	142	-1	770	770	-1	870	870	-1	t < 800 ms	195	97	800 ms < t < 1200 ms	5	2	t > 1200 ms	1	0	failed	0	0	0	0	-1
landing page / request_60	201	201	0	320	320	-1	1130	1130	-1	425	425	-1	87	87	-1	530	530	-1	690	690	-1	t < 800 ms	199	99	800 ms < t < 1200 ms	2	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
landing page / request_61	201	201	0	330	330	-1	920	920	-1	641	641	-1	77	77	-1	770	770	-1	850	850	-1	t < 800 ms	195	97	800 ms < t < 1200 ms	6	2	t > 1200 ms	0	0	failed	0	0	0	0	-1
landing page / request_62	201	201	0	330	330	-1	3080	3080	-1	708	708	-1	197	197	-1	830	830	-1	1050	1050	-1	t < 800 ms	176	87	800 ms < t < 1200 ms	23	11	t > 1200 ms	2	0	failed	0	0	0	0	-1
landing page / request_63	201	201	0	310	310	-1	540	540	-1	377	377	-1	49	49	-1	480	480	-1	510	510	-1	t < 800 ms	201	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
landing page / request_64	201	199	2	30	310	30	1970	1970	160	478	482	95	368	367	65	1570	1570	160	1770	1770	160	t < 800 ms	181	90	800 ms < t < 1200 ms	0	0	t > 1200 ms	18	8	failed	2	0	0	0	0
landing page / request_65	201	200	1	310	310	10430	10430	1860	10430	544	495	10430	797	383	0	1660	1640	10430	1830	1790	10430	t < 800 ms	180	89	800 ms < t < 1200 ms	1	0	t > 1200 ms	19	9	failed	1	0	0	0	0
landing page / request_66	201	200	1	340	340	10340	10340	6980	10340	2974	2938	10340	1149	1024	0	5130	5080	10340	6500	6250	10340	t < 800 ms	3	1	800 ms < t < 1200 ms	0	0	t > 1200 ms	197	98	failed	1	0	0	0	0
landing page / request_67	201	199	2	310	310	1490	11510	760	11510	597	538	6500	777	63	5010	660	650	11510	760	700	11510	t < 800 ms	199	99	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	2	0	0	0	0
landing page / request_68	201	199	2	310	310	1520	1570	820	1570	403	392	1545	133	65	25	520	510	1570	820	600	1570	t < 800 ms	198	98	800 ms < t < 1200 ms	1	0	t > 1200 ms	0	0	failed	2	0	0	0	0
landing page / request_69	201	198	3	10	320	10	2330	2330	1590	553	545	1057	440	429	740	1670	1670	1590	1790	1790	1590	t < 800 ms	174	86	800 ms < t < 1200 ms	0	0	t > 1200 ms	24	11	failed	3	1	0	0	0
landing page / request_70	201	200	1	320	320	1630	1960	1960	1630	417	411	1630	178	156	0	510	510	1630	1630	700	1630	t < 800 ms	198	98	800 ms < t < 1200 ms	0	0	t > 1200 ms	2	0	failed	1	0	0	0	0
landing page / request_71	201	200	1	320	320	1730	1730	590	1730	404	398	1730	114	60	0	530	520	1730	580	540	1730	t < 800 ms	200	99	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	1	0	0	0	0
landing page / request_72	201	200	1	330	330	1620	1620	1180	1620	585	580	1620	114	86	0	730	730	1620	870	800	1620	t < 800 ms	196	97	800 ms < t < 1200 ms	4	1	t > 1200 ms	0	0	failed	1	0	0	0	0
landing page / request_73	201	201	0	320	320	-1	1590	1590	-1	421	421	-1	125	125	-1	560	560	-1	650	650	-1	t < 800 ms	199	99	800 ms < t < 1200 ms	0	0	t > 1200 ms	2	0	failed	0	0	0	0	-1
landing page / request_74	201	201	0	350	350	-1	830	830	-1	434	434	-1	74	74	-1	550	550	-1	650	650	-1	t < 800 ms	200	99	800 ms < t < 1200 ms	1	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
landing page / request_75	201	201	0	310	310	-1	1790	1790	-1	401	401	-1	131	131	-1	520	520	-1	570	570	-1	t < 800 ms	199	99	800 ms < t < 1200 ms	0	0	t > 1200 ms	2	0	failed	0	0	0	0	-1
landing page / request_76	201	201	0	310	310	-1	1860	1860	-1	531	531	-1	400	400	-1	1640	1640	-1	1790	1790	-1	t < 800 ms	178	88	800 ms < t < 1200 ms	0	0	t > 1200 ms	23	11	failed	0	0	0	0	-1
landing page / request_77	201	201	0	310	310	-1	2080	2080	-1	580	580	-1	456	456	-1	1680	1680	-1	1800	1800	-1	t < 800 ms	171	85	800 ms < t < 1200 ms	0	0	t > 1200 ms	30	14	failed	0	0	0	0	-1
landing page / request_78	201	200	1	310	310	10480	10480	2540	10480	571	521	10480	812	412	0	1670	1650	10480	2240	1830	10480	t < 800 ms	179	89	800 ms < t < 1200 ms	0	0	t > 1200 ms	21	10	failed	1	0	0	0	0
landing page / request_66 Redirect 1	5	5	0	70	70	-1	620	620	-1	468	468	-1	204	204	-1	620	620	-1	620	620	-1	t < 800 ms	5	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
landing page / request_18 Redirect 1	4	4	0	520	520	-1	580	580	-1	543	543	-1	9	9	-1	580	580	-1	580	580	-1	t < 800 ms	4	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
landing page / request_19 Redirect 1	4	4	0	490	490	-1	610	610	-1	530	530	-1	47	47	-1	610	610	-1	610	610	-1	t < 800 ms	4	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
landing page / request_20 Redirect 1	4	4	0	480	480	-1	610	610	-1	525	525	-1	50	50	-1	610	610	-1	610	610	-1	t < 800 ms	4	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
landing page / request_21 Redirect 1	4	4	0	490	490	-1	510	510	-1	503	503	-1	0	0	-1	510	510	-1	510	510	-1	t < 800 ms	4	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
landing page / request_22 Redirect 1	4	4	0	490	490	-1	610	610	-1	540	540	-1	52	52	-1	610	610	-1	610	610	-1	t < 800 ms	4	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
landing page / request_23 Redirect 1	4	4	0	490	490	-1	630	630	-1	538	538	-1	49	49	-1	630	630	-1	630	630	-1	t < 800 ms	4	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
landing page / request_24 Redirect 1	4	4	0	500	500	-1	770	770	-1	598	598	-1	102	102	-1	770	770	-1	770	770	-1	t < 800 ms	4	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
landing page / request_25 Redirect 1	4	4	0	510	510	-1	630	630	-1	548	548	-1	42	42	-1	630	630	-1	630	630	-1	t < 800 ms	4	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
landing page / request_26 Redirect 1	4	4	0	510	510	-1	650	650	-1	580	580	-1	50	50	-1	650	650	-1	650	650	-1	t < 800 ms	4	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
landing page / request_27 Redirect 1	4	4	0	490	490	-1	620	620	-1	528	528	-1	49	49	-1	620	620	-1	620	620	-1	t < 800 ms	4	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
landing page / request_28 Redirect 1	4	4	0	510	510	-1	620	620	-1	563	563	-1	42	42	-1	620	620	-1	620	620	-1	t < 800 ms	4	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
landing page / request_29 Redirect 1	4	4	0	480	480	-1	680	680	-1	553	553	-1	74	74	-1	680	680	-1	680	680	-1	t < 800 ms	4	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
landing page / request_30 Redirect 1	4	4	0	490	490	-1	610	610	-1	535	535	-1	45	45	-1	610	610	-1	610	610	-1	t < 800 ms	4	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
landing page / request_31 Redirect 1	4	4	0	490	490	-1	590	590	-1	530	530	-1	39	39	-1	590	590	-1	590	590	-1	t < 800 ms	4	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
landing page / request_32 Redirect 1	4	4	0	510	510	-1	630	630	-1	550	550	-1	47	47	-1	630	630	-1	630	630	-1	t < 800 ms	4	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
landing page / request_33 Redirect 1	4	4	0	500	500	-1	570	570	-1	525	525	-1	27	27	-1	570	570	-1	570	570	-1	t < 800 ms	4	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
landing page / request_34 Redirect 1	4	4	0	510	510	-1	630	630	-1	573	573	-1	47	47	-1	630	630	-1	630	630	-1	t < 800 ms	4	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
landing page / request_35 Redirect 1	4	4	0	480	480	-1	590	590	-1	548	548	-1	40	40	-1	590	590	-1	590	590	-1	t < 800 ms	4	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
landing page / request_36 Redirect 1	4	4	0	470	470	-1	540	540	-1	513	513	-1	14	14	-1	540	540	-1	540	540	-1	t < 800 ms	4	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
landing page / request_37 Redirect 1	4	4	0	480	480	-1	610	610	-1	530	530	-1	48	48	-1	610	610	-1	610	610	-1	t < 800 ms	4	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
landing page / request_38 Redirect 1	4	4	0	500	500	-1	620	620	-1	555	555	-1	48	48	-1	620	620	-1	620	620	-1	t < 800 ms	4	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
landing page / request_39 Redirect 1	4	4	0	470	470	-1	550	550	-1	508	508	-1	25	25	-1	550	550	-1	550	550	-1	t < 800 ms	4	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
landing page / request_40 Redirect 1	4	4	0	490	490	-1	590	590	-1	555	555	-1	39	39	-1	590	590	-1	590	590	-1	t < 800 ms	4	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
landing page / request_41 Redirect 1	4	4	0	480	480	-1	540	540	-1	500	500	-1	23	23	-1	540	540	-1	540	540	-1	t < 800 ms	4	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
landing page / request_42 Redirect 1	4	4	0	480	480	-1	570	570	-1	510	510	-1	35	35	-1	570	570	-1	570	570	-1	t < 800 ms	4	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
landing page / request_43 Redirect 1	4	4	0	480	480	-1	650	650	-1	573	573	-1	66	66	-1	650	650	-1	650	650	-1	t < 800 ms	4	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
landing page / request_44 Redirect 1	4	4	0	500	500	-1	670	670	-1	563	563	-1	63	63	-1	670	670	-1	670	670	-1	t < 800 ms	4	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
landing page / request_45 Redirect 1	4	4	0	480	480	-1	670	670	-1	535	535	-1	79	79	-1	670	670	-1	670	670	-1	t < 800 ms	4	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
