name	nbRequest	nbRequestOK	nbRequestKO	minResponseTime	minResponseTimeOK	minResponseTimeKO	maxResponseTime	maxResponseTimeOK	maxResponseTimeKO	meanResponseTime	meanResponseTimeOK	meanResponseTimeKO	deviation	deviationOK	deviationKO	percentile1	percentile1OK	percentile1KO	percentile2	percentile2OK	percentile2KO	group1Name	group1Count	group1Percentage	group2Name	group2Count	group2Percentage	group3Name	group3Count	group3Percentage	group4Name	group4Count	group4Percentage	meanNumberOfRequestsPerSecond	meanNumberOfRequestsPerSecondOK	meanNumberOfRequestsPerSecondKO
Location Search / request_246	1005	1004	1	310	310	12140	21050	21050	12140	2022	2012	12140	2172	2149	0	5350	5320	12140	11680	10740	12140	t < 800 ms	370	36	800 ms < t < 1200 ms	89	8	t > 1200 ms	545	54	failed	1	0	0	0	0
Location Search / request_247	1005	1004	1	310	310	16500	16500	15590	16500	2231	2217	16500	2340	2297	0	6340	6320	16500	12510	12390	16500	t < 800 ms	335	33	800 ms < t < 1200 ms	103	10	t > 1200 ms	566	56	failed	1	0	0	0	0
Location Search / request_248	1005	1003	2	310	310	15750	20680	20680	16180	2201	2173	15965	2312	2231	215	6100	5990	16180	10950	10350	16180	t < 800 ms	351	34	800 ms < t < 1200 ms	90	8	t > 1200 ms	562	55	failed	2	0	0	0	0
Location Search / request_249	1005	1005	0	310	310	-1	16470	16470	-1	2227	2227	-1	2437	2437	-1	6470	6470	-1	12690	12690	-1	t < 800 ms	391	38	800 ms < t < 1200 ms	81	8	t > 1200 ms	533	53	failed	0	0	0	0	-1
Location Search / request_222 Redirect 1	3	3	0	660	660	-1	6160	6160	-1	3127	3127	-1	2280	2280	-1	6160	6160	-1	6160	6160	-1	t < 800 ms	1	33	800 ms < t < 1200 ms	0	0	t > 1200 ms	2	66	failed	0	0	0	0	-1
Location Search / request_223 Redirect 1	3	3	0	800	800	-1	6190	6190	-1	2753	2753	-1	2438	2438	-1	6190	6190	-1	6190	6190	-1	t < 800 ms	0	0	800 ms < t < 1200 ms	1	33	t > 1200 ms	2	66	failed	0	0	0	0	-1
Location Search / request_224 Redirect 1	3	3	0	1200	1200	-1	8720	8720	-1	4383	4383	-1	3177	3177	-1	8720	8720	-1	8720	8720	-1	t < 800 ms	0	0	800 ms < t < 1200 ms	1	33	t > 1200 ms	2	66	failed	0	0	0	0	-1
Location Search / request_234 Redirect 1	3	2	1	150	1750	150	5480	5480	150	2460	3615	150	2233	1865	0	5480	5480	150	5480	5480	150	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	2	66	failed	1	33	0	0	0
Location Search / request_239 Redirect 1	3	3	0	1100	1100	-1	1630	1630	-1	1277	1277	-1	248	248	-1	1630	1630	-1	1630	1630	-1	t < 800 ms	0	0	800 ms < t < 1200 ms	2	66	t > 1200 ms	1	33	failed	0	0	0	0	-1
Location Search / request_241 Redirect 1	3	3	0	860	860	-1	3790	3790	-1	2160	2160	-1	1219	1219	-1	3790	3790	-1	3790	3790	-1	t < 800 ms	0	0	800 ms < t < 1200 ms	1	33	t > 1200 ms	2	66	failed	0	0	0	0	-1
Location Search / request_242 Redirect 1	3	1	2	200	1420	200	1420	1420	340	653	1420	270	546	0	70	1420	1420	340	1420	1420	340	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	1	33	failed	2	66	0	0	0
Location Search / request_243 Redirect 1	2	0	2	420	-1	420	580	-1	580	500	-1	500	80	-1	80	580	-1	580	580	-1	580	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	2	100	0	-1	0
Person Search	1005	938	67	91300	91300	128150	246450	221300	246450	146512	143633	186811	0	0	0	197050	194150	229850	219100	209000	232650	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	938	93	failed	67	6	0	0	0
Person Search / request_250	1005	1005	0	310	310	-1	15140	15140	-1	1866	1866	-1	1945	1945	-1	4940	4940	-1	9810	9810	-1	t < 800 ms	412	40	800 ms < t < 1200 ms	91	9	t > 1200 ms	502	49	failed	0	0	0	0	-1
Person Search / request_251	1005	1005	0	310	310	-1	17210	17210	-1	1774	1774	-1	1865	1865	-1	4750	4750	-1	9390	9390	-1	t < 800 ms	419	41	800 ms < t < 1200 ms	109	10	t > 1200 ms	477	47	failed	0	0	0	0	-1
Person Search / request_252	1005	1005	0	490	490	-1	19960	19960	-1	2223	2223	-1	2035	2035	-1	6300	6300	-1	9540	9540	-1	t < 800 ms	164	16	800 ms < t < 1200 ms	246	24	t > 1200 ms	595	59	failed	0	0	0	0	-1
Person Search / request_253	1005	1002	3	320	320	480	8560	8560	3710	1572	1571	1853	1582	1582	1363	4950	4950	3710	7250	7250	3710	t < 800 ms	487	48	800 ms < t < 1200 ms	99	9	t > 1200 ms	416	41	failed	3	0	0	0	0
Person Search / request_254	1005	1005	0	330	330	-1	9590	9590	-1	1529	1529	-1	1511	1511	-1	4490	4490	-1	7850	7850	-1	t < 800 ms	461	45	800 ms < t < 1200 ms	128	12	t > 1200 ms	416	41	failed	0	0	0	0	-1
Person Search / request_255	1005	1005	0	370	370	-1	9430	9430	-1	1734	1734	-1	1620	1620	-1	5150	5150	-1	7200	7200	-1	t < 800 ms	402	40	800 ms < t < 1200 ms	148	14	t > 1200 ms	455	45	failed	0	0	0	0	-1
Person Search / request_256	1005	1005	0	310	310	-1	8880	8880	-1	1490	1490	-1	1587	1587	-1	4690	4690	-1	7990	7990	-1	t < 800 ms	522	51	800 ms < t < 1200 ms	114	11	t > 1200 ms	369	36	failed	0	0	0	0	-1
Person Search / request_257	1005	1005	0	310	310	-1	19760	19760	-1	1601	1601	-1	1845	1845	-1	5030	5030	-1	7950	7950	-1	t < 800 ms	507	50	800 ms < t < 1200 ms	92	9	t > 1200 ms	406	40	failed	0	0	0	0	-1
Person Search / request_258	1005	1005	0	310	310	-1	17600	17600	-1	1592	1592	-1	1803	1803	-1	4990	4990	-1	7930	7930	-1	t < 800 ms	508	50	800 ms < t < 1200 ms	85	8	t > 1200 ms	412	40	failed	0	0	0	0	-1
Person Search / request_259	1005	1005	0	310	310	-1	18570	18570	-1	1691	1691	-1	2014	2014	-1	5600	5600	-1	8280	8280	-1	t < 800 ms	502	49	800 ms < t < 1200 ms	116	11	t > 1200 ms	387	38	failed	0	0	0	0	-1
Person Search / request_260	1005	1004	1	310	310	11770	13820	13820	11770	1674	1664	11770	1854	1827	0	5650	5540	11770	8910	8720	11770	t < 800 ms	481	47	800 ms < t < 1200 ms	102	10	t > 1200 ms	421	41	failed	1	0	0	0	0
Person Search / request_261	1005	978	27	350	350	60000	60010	59270	60010	17005	15818	60000	0	1374	0	50250	44610	60000	60000	54610	60010	t < 800 ms	1	0	800 ms < t < 1200 ms	1	0	t > 1200 ms	976	97	failed	27	2	0	0	0
Person Search / request_262	1005	1003	2	310	310	410	13940	13940	1350	1378	1379	880	1415	1416	470	4240	4240	1350	6610	6610	1350	t < 800 ms	533	53	800 ms < t < 1200 ms	83	8	t > 1200 ms	387	38	failed	2	0	0	0	0
Person Search / request_263	1005	1004	1	310	310	10810	18060	18060	10810	1574	1565	10810	1901	1879	0	5060	4990	10810	8820	8550	10810	t < 800 ms	525	52	800 ms < t < 1200 ms	87	8	t > 1200 ms	392	39	failed	1	0	0	0	0
Person Search / request_264	1005	1004	1	310	310	13580	18110	18110	13580	1674	1662	13580	1967	1932	0	5370	5280	13580	9210	9190	13580	t < 800 ms	478	47	800 ms < t < 1200 ms	93	9	t > 1200 ms	433	43	failed	1	0	0	0	0
Person Search / request_265	1005	1005	0	310	310	-1	21270	21270	-1	1739	1739	-1	2025	2025	-1	5390	5390	-1	9970	9970	-1	t < 800 ms	462	45	800 ms < t < 1200 ms	95	9	t > 1200 ms	448	44	failed	0	0	0	0	-1
Person Search / request_266	1005	1005	0	310	310	-1	17900	17900	-1	1674	1674	-1	2019	2019	-1	4980	4980	-1	11120	11120	-1	t < 800 ms	472	46	800 ms < t < 1200 ms	95	9	t > 1200 ms	438	43	failed	0	0	0	0	-1
Person Search / request_267	1005	1004	1	310	310	14030	17770	17770	14030	1691	1678	14030	2045	2009	0	5530	5250	14030	10460	9950	14030	t < 800 ms	483	48	800 ms < t < 1200 ms	88	8	t > 1200 ms	433	43	failed	1	0	0	0	0
Person Search / request_268	1005	1005	0	350	350	-1	18650	18650	-1	2075	2075	-1	2212	2212	-1	5810	5810	-1	11450	11450	-1	t < 800 ms	356	35	800 ms < t < 1200 ms	123	12	t > 1200 ms	526	52	failed	0	0	0	0	-1
Person Search / request_269	1005	1005	0	330	330	-1	14850	14850	-1	1776	1776	-1	1693	1693	-1	5190	5190	-1	7340	7340	-1	t < 800 ms	383	38	800 ms < t < 1200 ms	130	12	t > 1200 ms	492	48	failed	0	0	0	0	-1
Person Search / request_270	1005	1005	0	310	310	-1	10370	10370	-1	1354	1354	-1	1344	1344	-1	4120	4120	-1	6240	6240	-1	t < 800 ms	488	48	800 ms < t < 1200 ms	129	12	t > 1200 ms	388	38	failed	0	0	0	0	-1
Person Search / request_271	1005	972	33	500	500	60000	60000	59750	60000	13109	11517	60000	0	4149	0	54710	45560	60000	60000	55410	60000	t < 800 ms	1	0	800 ms < t < 1200 ms	145	14	t > 1200 ms	826	82	failed	33	3	0	0	0
Person Search / request_272	1005	1005	0	310	310	-1	18140	18140	-1	1941	1941	-1	1911	1911	-1	5210	5210	-1	10320	10320	-1	t < 800 ms	350	34	800 ms < t < 1200 ms	106	10	t > 1200 ms	549	54	failed	0	0	0	0	-1
Person Search / request_273	1005	1005	0	310	310	-1	17010	17010	-1	1849	1849	-1	2051	2051	-1	5240	5240	-1	11680	11680	-1	t < 800 ms	375	37	800 ms < t < 1200 ms	113	11	t > 1200 ms	517	51	failed	0	0	0	0	-1
Person Search / request_274	1005	1005	0	310	310	-1	15460	15460	-1	1804	1804	-1	1929	1929	-1	4930	4930	-1	9780	9780	-1	t < 800 ms	374	37	800 ms < t < 1200 ms	137	13	t > 1200 ms	494	49	failed	0	0	0	0	-1
Person Search / request_252 Redirect 1	3	3	0	750	750	-1	3620	3620	-1	2417	2417	-1	1216	1216	-1	3620	3620	-1	3620	3620	-1	t < 800 ms	1	33	800 ms < t < 1200 ms	0	0	t > 1200 ms	2	66	failed	0	0	0	0	-1
Person Search / request_254 Redirect 1	3	3	0	1170	1170	-1	5410	5410	-1	3457	3457	-1	1746	1746	-1	5410	5410	-1	5410	5410	-1	t < 800 ms	0	0	800 ms < t < 1200 ms	1	33	t > 1200 ms	2	66	failed	0	0	0	0	-1
Person Search / request_255 Redirect 1	3	3	0	830	830	-1	2090	2090	-1	1343	1343	-1	541	541	-1	2090	2090	-1	2090	2090	-1	t < 800 ms	0	0	800 ms < t < 1200 ms	2	66	t > 1200 ms	1	33	failed	0	0	0	0	-1
Person Search / request_261 Redirect 1	3	2	1	40	710	40	970	970	40	573	840	40	392	130	0	970	970	40	970	970	40	t < 800 ms	1	33	800 ms < t < 1200 ms	1	33	t > 1200 ms	0	0	failed	1	33	0	0	0
Person Search / request_268 Redirect 1	3	3	0	900	900	-1	2720	2720	-1	1847	1847	-1	744	744	-1	2720	2720	-1	2720	2720	-1	t < 800 ms	0	0	800 ms < t < 1200 ms	1	33	t > 1200 ms	2	66	failed	0	0	0	0	-1
Person Search / request_269 Redirect 1	3	3	0	580	580	-1	4640	4640	-1	2147	2147	-1	1782	1782	-1	4640	4640	-1	4640	4640	-1	t < 800 ms	1	33	800 ms < t < 1200 ms	0	0	t > 1200 ms	2	66	failed	0	0	0	0	-1
Person Search / request_271 Redirect 1	3	0	3	160	-1	160	540	-1	540	400	-1	400	170	-1	170	540	-1	540	540	-1	540	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	3	100	0	-1	0
Address Search	1005	977	28	44400	44400	57100	163800	163800	161300	73430	72411	108991	0	0	0	118000	114400	143050	136600	131850	161300	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	977	97	failed	28	2	0	0	0
Address Search / request_275	1005	1005	0	310	310	-1	16170	16170	-1	1846	1846	-1	1930	1930	-1	5360	5360	-1	10110	10110	-1	t < 800 ms	379	37	800 ms < t < 1200 ms	84	8	t > 1200 ms	542	53	failed	0	0	0	0	-1
Address Search / request_276	1005	1004	1	330	330	450	15720	15720	450	1836	1837	450	1914	1915	0	5090	5090	450	10200	10200	450	t < 800 ms	356	35	800 ms < t < 1200 ms	129	12	t > 1200 ms	519	51	failed	1	0	0	0	0
Address Search / request_277	1005	1002	3	320	320	330	10120	10120	1520	1652	1654	983	1426	1427	493	4510	4510	1520	5860	5860	1520	t < 800 ms	395	39	800 ms < t < 1200 ms	136	13	t > 1200 ms	471	46	failed	3	0	0	0	0
Address Search / request_278	1005	1005	0	330	330	-1	10000	10000	-1	1510	1510	-1	1356	1356	-1	4230	4230	-1	6950	6950	-1	t < 800 ms	387	38	800 ms < t < 1200 ms	151	15	t > 1200 ms	467	46	failed	0	0	0	0	-1
Address Search / request_279	1005	1005	0	310	310	-1	8930	8930	-1	1455	1455	-1	1255	1255	-1	4000	4000	-1	5190	5190	-1	t < 800 ms	409	40	800 ms < t < 1200 ms	158	15	t > 1200 ms	438	43	failed	0	0	0	0	-1
Address Search / request_280	1005	1002	3	310	310	1880	17200	17090	17200	2121	2092	12027	2149	2045	7175	5970	5940	17200	10930	9730	17200	t < 800 ms	322	32	800 ms < t < 1200 ms	98	9	t > 1200 ms	582	57	failed	3	0	0	0	0
Address Search / request_281	1005	1005	0	610	610	-1	35920	35920	-1	4080	4080	-1	3359	3359	-1	10590	10590	-1	16540	16540	-1	t < 800 ms	1	0	800 ms < t < 1200 ms	15	1	t > 1200 ms	989	98	failed	0	0	0	0	-1
Address Search / request_282	1005	1002	3	310	310	360	8270	8270	2990	1688	1688	1677	1552	1554	1073	5220	5220	2990	6190	6190	2990	t < 800 ms	398	39	800 ms < t < 1200 ms	137	13	t > 1200 ms	467	46	failed	3	0	0	0	0
Address Search / request_283	1005	1004	1	310	310	13560	16640	16640	13560	1877	1865	13560	1941	1907	0	5320	5300	13560	9970	9560	13560	t < 800 ms	368	36	800 ms < t < 1200 ms	129	12	t > 1200 ms	507	50	failed	1	0	0	0	0
Address Search / request_284	1005	1003	2	310	310	15710	20930	20930	16340	1964	1936	16025	2244	2157	315	5740	5660	16340	10130	10030	16340	t < 800 ms	410	40	800 ms < t < 1200 ms	97	9	t > 1200 ms	496	49	failed	2	0	0	0	0
Address Search / request_285	1005	1001	4	310	310	12970	18610	18610	17420	2039	1984	15593	2469	2318	1635	6350	6290	17420	12670	11750	17420	t < 800 ms	409	40	800 ms < t < 1200 ms	72	7	t > 1200 ms	520	51	failed	4	0	0	0	0
Address Search / request_286	1005	1001	4	340	340	15570	19850	19740	19850	2159	2101	16738	2481	2305	1794	6440	6380	19850	13040	12090	19850	t < 800 ms	379	37	800 ms < t < 1200 ms	107	10	t > 1200 ms	515	51	failed	4	0	0	0	0
Address Search / request_287	1005	1004	1	340	340	16610	16610	16190	16610	1782	1768	16610	1859	1799	0	5610	5560	16610	8340	8170	16610	t < 800 ms	438	43	800 ms < t < 1200 ms	114	11	t > 1200 ms	452	44	failed	1	0	0	0	0
Address Search / request_288	1005	1005	0	310	310	-1	18320	18320	-1	1519	1519	-1	1581	1581	-1	4580	4580	-1	7030	7030	-1	t < 800 ms	478	47	800 ms < t < 1200 ms	115	11	t > 1200 ms	412	40	failed	0	0	0	0	-1
Address Search / request_289	1005	992	13	120	520	120	61330	57380	61330	6047	5458	50980	3419	5161	0	28930	23920	60010	60000	46720	61330	t < 800 ms	2	0	800 ms < t < 1200 ms	225	22	t > 1200 ms	765	76	failed	13	1	0	0	0
Address Search / request_290	1005	1004	1	310	310	14880	14880	9870	14880	1616	1603	14880	1717	1666	0	5120	5080	14880	7330	7150	14880	t < 800 ms	494	49	800 ms < t < 1200 ms	110	10	t > 1200 ms	400	39	failed	1	0	0	0	0
Address Search / request_291	1005	1005	0	310	310	-1	16730	16730	-1	1700	1700	-1	1945	1945	-1	5260	5260	-1	9190	9190	-1	t < 800 ms	490	48	800 ms < t < 1200 ms	73	7	t > 1200 ms	442	43	failed	0	0	0	0	-1
Address Search / request_276 Redirect 1	3	3	0	770	770	-1	2570	2570	-1	1873	1873	-1	790	790	-1	2570	2570	-1	2570	2570	-1	t < 800 ms	1	33	800 ms < t < 1200 ms	0	0	t > 1200 ms	2	66	failed	0	0	0	0	-1
Address Search / request_278 Redirect 1	3	3	0	560	560	-1	4730	4730	-1	2813	2813	-1	1720	1720	-1	4730	4730	-1	4730	4730	-1	t < 800 ms	1	33	800 ms < t < 1200 ms	0	0	t > 1200 ms	2	66	failed	0	0	0	0	-1
Address Search / request_281 Redirect 1	3	3	0	500	500	-1	5240	5240	-1	2297	2297	-1	2098	2098	-1	5240	5240	-1	5240	5240	-1	t < 800 ms	1	33	800 ms < t < 1200 ms	1	33	t > 1200 ms	1	33	failed	0	0	0	0	-1
Address Search / request_286 Redirect 1	3	3	0	650	650	-1	3510	3510	-1	1860	1860	-1	1208	1208	-1	3510	3510	-1	3510	3510	-1	t < 800 ms	1	33	800 ms < t < 1200 ms	0	0	t > 1200 ms	2	66	failed	0	0	0	0	-1
Address Search / request_287 Redirect 1	3	3	0	590	590	-1	3130	3130	-1	1713	1713	-1	1058	1058	-1	3130	3130	-1	3130	3130	-1	t < 800 ms	1	33	800 ms < t < 1200 ms	0	0	t > 1200 ms	2	66	failed	0	0	0	0	-1
Address Search / request_289 Redirect 1	3	0	3	160	-1	160	300	-1	300	230	-1	230	57	-1	57	300	-1	300	300	-1	300	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	3	100	0	-1	0
Contact Search	1005	898	107	90350	90350	111600	225650	225650	219600	139648	135053	178209	0	0	0	187350	182600	199200	199550	195400	210500	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	898	89	failed	107	10	0	0	0
Contact Search / request_292	1005	1004	1	310	310	13660	22340	22340	13660	1735	1723	13660	2158	2126	0	5960	5940	13660	10030	9940	13660	t < 800 ms	507	50	800 ms < t < 1200 ms	70	6	t > 1200 ms	427	42	failed	1	0	0	0	0
Contact Search / request_293	1005	1005	0	310	310	-1	14050	14050	-1	1599	1599	-1	1754	1754	-1	4930	4930	-1	8090	8090	-1	t < 800 ms	502	49	800 ms < t < 1200 ms	82	8	t > 1200 ms	421	41	failed	0	0	0	0	-1
Contact Search / request_294	1005	1003	2	30	340	30	14420	14420	260	1952	1955	145	1949	1950	115	6150	6150	260	9210	9210	260	t < 800 ms	337	33	800 ms < t < 1200 ms	157	15	t > 1200 ms	509	50	failed	2	0	0	0	0
Contact Search / request_295	1005	1001	4	330	330	400	13590	10270	13590	1446	1433	4628	1433	1380	5384	4300	4260	13590	6060	5880	13590	t < 800 ms	489	48	800 ms < t < 1200 ms	138	13	t > 1200 ms	374	37	failed	4	0	0	0	0
Contact Search / request_296	1005	1005	0	380	380	-1	21140	21140	-1	1658	1658	-1	1718	1718	-1	5120	5120	-1	7940	7940	-1	t < 800 ms	416	41	800 ms < t < 1200 ms	148	14	t > 1200 ms	441	43	failed	0	0	0	0	-1
Contact Search / request_297	1005	1005	0	320	320	-1	8010	8010	-1	1305	1305	-1	1242	1242	-1	3980	3980	-1	5460	5460	-1	t < 800 ms	515	51	800 ms < t < 1200 ms	146	14	t > 1200 ms	344	34	failed	0	0	0	0	-1
Contact Search / request_298	1005	1005	0	310	310	-1	8590	8590	-1	1364	1364	-1	1336	1336	-1	3970	3970	-1	5820	5820	-1	t < 800 ms	539	53	800 ms < t < 1200 ms	119	11	t > 1200 ms	347	34	failed	0	0	0	0	-1
Contact Search / request_299	1005	1005	0	640	640	-1	37370	37370	-1	5796	5796	-1	5650	5650	-1	17790	17790	-1	26920	26920	-1	t < 800 ms	2	0	800 ms < t < 1200 ms	2	0	t > 1200 ms	1001	99	failed	0	0	0	0	-1
Contact Search / request_300	1005	1003	2	310	310	480	8230	8230	540	1259	1261	510	1245	1245	30	3870	3870	540	5700	5700	540	t < 800 ms	564	56	800 ms < t < 1200 ms	90	8	t > 1200 ms	349	34	failed	2	0	0	0	0
Contact Search / request_301	1005	1005	0	310	310	-1	14760	14760	-1	1460	1460	-1	1632	1632	-1	4300	4300	-1	8420	8420	-1	t < 800 ms	505	50	800 ms < t < 1200 ms	116	11	t > 1200 ms	384	38	failed	0	0	0	0	-1
Contact Search / request_302	1005	1003	2	310	310	12350	15340	15340	13610	1561	1539	12980	2019	1954	630	5050	4690	13610	12080	11390	13610	t < 800 ms	535	53	800 ms < t < 1200 ms	88	8	t > 1200 ms	380	37	failed	2	0	0	0	0
Contact Search / request_303	1005	1004	1	310	310	15840	18770	18770	15840	1673	1659	15840	2189	2144	0	5110	5060	15840	12340	12090	15840	t < 800 ms	507	50	800 ms < t < 1200 ms	90	8	t > 1200 ms	407	40	failed	1	0	0	0	0
Contact Search / request_304	1005	1005	0	340	340	-1	20660	20660	-1	2022	2022	-1	2338	2338	-1	6880	6880	-1	10960	10960	-1	t < 800 ms	361	35	800 ms < t < 1200 ms	127	12	t > 1200 ms	517	51	failed	0	0	0	0	-1
Contact Search / request_305	1005	1005	0	340	340	-1	18060	18060	-1	1886	1886	-1	1940	1940	-1	5410	5410	-1	9170	9170	-1	t < 800 ms	389	38	800 ms < t < 1200 ms	127	12	t > 1200 ms	489	48	failed	0	0	0	0	-1
Contact Search / request_306	1005	911	94	420	420	60000	60000	59640	60000	18662	14397	60000	0	0	0	60000	52060	60000	60000	57600	60000	t < 800 ms	2	0	800 ms < t < 1200 ms	152	15	t > 1200 ms	757	75	failed	94	9	0	0	0
Contact Search / request_307	1005	1005	0	310	310	-1	17910	17910	-1	1871	1871	-1	1982	1982	-1	6550	6550	-1	8780	8780	-1	t < 800 ms	386	38	800 ms < t < 1200 ms	79	7	t > 1200 ms	540	53	failed	0	0	0	0	-1
Contact Search / request_308	1005	1003	2	310	310	11060	18930	18930	16590	1739	1715	13825	2009	1933	2765	5640	5600	16590	9360	8940	16590	t < 800 ms	437	43	800 ms < t < 1200 ms	95	9	t > 1200 ms	471	46	failed	2	0	0	0	0
Contact Search / request_309	1005	1005	0	310	310	-1	16480	16480	-1	1925	1925	-1	2000	2000	-1	5600	5600	-1	10650	10650	-1	t < 800 ms	364	36	800 ms < t < 1200 ms	102	10	t > 1200 ms	539	53	failed	0	0	0	0	-1
Contact Search / request_310	1005	1005	0	310	310	-1	15520	15520	-1	1940	1940	-1	1915	1915	-1	5630	5630	-1	9940	9940	-1	t < 800 ms	336	33	800 ms < t < 1200 ms	116	11	t > 1200 ms	553	55	failed	0	0	0	0	-1
Contact Search / request_311	1005	1004	1	310	310	16550	18720	18720	16550	2039	2024	16550	2105	2056	0	6530	6390	16550	10170	10150	16550	t < 800 ms	323	32	800 ms < t < 1200 ms	111	11	t > 1200 ms	570	56	failed	1	0	0	0	0
Contact Search / request_312	1005	1003	2	310	310	13860	16890	16890	14880	2032	2007	14370	2051	1978	510	5810	5780	14880	10280	9530	14880	t < 800 ms	340	33	800 ms < t < 1200 ms	124	12	t > 1200 ms	539	53	failed	2	0	0	0	0
Contact Search / request_313	1005	1002	3	310	310	16290	16820	13960	16820	1900	1856	16530	2020	1857	219	5490	5430	16820	9940	9500	16820	t < 800 ms	367	36	800 ms < t < 1200 ms	120	11	t > 1200 ms	515	51	failed	3	0	0	0	0
Contact Search / request_294 Redirect 1	3	3	0	660	660	-1	6830	6830	-1	2790	2790	-1	2858	2858	-1	6830	6830	-1	6830	6830	-1	t < 800 ms	1	33	800 ms < t < 1200 ms	1	33	t > 1200 ms	1	33	failed	0	0	0	0	-1
Contact Search / request_296 Redirect 1	3	3	0	480	480	-1	2170	2170	-1	1100	1100	-1	760	760	-1	2170	2170	-1	2170	2170	-1	t < 800 ms	2	66	800 ms < t < 1200 ms	0	0	t > 1200 ms	1	33	failed	0	0	0	0	-1
Contact Search / request_297 Redirect 1	3	3	0	520	520	-1	1920	1920	-1	1040	1040	-1	626	626	-1	1920	1920	-1	1920	1920	-1	t < 800 ms	2	66	800 ms < t < 1200 ms	0	0	t > 1200 ms	1	33	failed	0	0	0	0	-1
Contact Search / request_299 Redirect 1	3	2	1	170	550	170	2020	2020	170	913	1285	170	798	735	0	2020	2020	170	2020	2020	170	t < 800 ms	1	33	800 ms < t < 1200 ms	0	0	t > 1200 ms	1	33	failed	1	33	0	0	0
Contact Search / request_304 Redirect 1	3	3	0	710	710	-1	3620	3620	-1	1760	1760	-1	1319	1319	-1	3620	3620	-1	3620	3620	-1	t < 800 ms	1	33	800 ms < t < 1200 ms	1	33	t > 1200 ms	1	33	failed	0	0	0	0	-1
Contact Search / request_305 Redirect 1	3	2	1	10	2670	10	3220	3220	10	1967	2945	10	1401	275	0	3220	3220	10	3220	3220	10	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	2	66	failed	1	33	0	0	0
Contact Search / request_306 Redirect 1	3	0	3	0	-1	0	600	-1	600	287	-1	287	245	-1	245	600	-1	600	600	-1	600	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	3	100	0	-1	0
Issue Date	1005	999	6	30200	30200	51600	87100	87100	81250	40694	40574	60625	0	0	0	60250	60100	81250	70600	69650	81250	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	999	99	failed	6	0	0	0	0
Issue Date / request_314	1005	1002	3	310	310	11320	15950	14430	15950	2092	2058	13620	2273	2184	1890	6090	5990	15950	12190	11710	15950	t < 800 ms	375	37	800 ms < t < 1200 ms	80	7	t > 1200 ms	547	54	failed	3	0	0	0	0
Issue Date / request_315	1005	1004	1	310	310	13190	17890	17890	13190	1915	1904	13190	2126	2097	0	5960	5940	13190	10730	10470	13190	t < 800 ms	394	39	800 ms < t < 1200 ms	118	11	t > 1200 ms	492	48	failed	1	0	0	0	0
Issue Date / request_316	1005	1005	0	310	310	-1	19000	19000	-1	1858	1858	-1	2132	2132	-1	5980	5980	-1	11280	11280	-1	t < 800 ms	418	41	800 ms < t < 1200 ms	118	11	t > 1200 ms	469	46	failed	0	0	0	0	-1
Issue Date / request_317	1005	1004	1	310	310	13620	17130	17130	13620	1820	1808	13620	2140	2108	0	5780	5680	13620	11260	10710	13620	t < 800 ms	435	43	800 ms < t < 1200 ms	96	9	t > 1200 ms	473	47	failed	1	0	0	0	0
Issue Date / request_318	1005	1005	0	310	310	-1	22120	22120	-1	1678	1678	-1	2072	2072	-1	5280	5280	-1	11260	11260	-1	t < 800 ms	487	48	800 ms < t < 1200 ms	84	8	t > 1200 ms	434	43	failed	0	0	0	0	-1
Issue Date / request_319	1005	1005	0	310	310	-1	17590	17590	-1	1660	1660	-1	2052	2052	-1	5610	5610	-1	11060	11060	-1	t < 800 ms	506	50	800 ms < t < 1200 ms	85	8	t > 1200 ms	414	41	failed	0	0	0	0	-1
Issue Date / request_320	1005	1004	1	310	310	16640	18110	18110	16640	1669	1654	16640	2056	2002	0	5430	5390	16640	10690	10470	16640	t < 800 ms	501	49	800 ms < t < 1200 ms	84	8	t > 1200 ms	419	41	failed	1	0	0	0	0
Save IMP	1005	785	220	24460	24460	28160	192510	179620	192510	84195	69142	137903	0	0	0	160710	135530	178370	179570	157520	188530	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	785	78	failed	220	21	0	0	0
Save IMP / request_321	1005	1005	0	310	310	-1	18460	18460	-1	1574	1574	-1	1901	1901	-1	5020	5020	-1	9970	9970	-1	t < 800 ms	510	50	800 ms < t < 1200 ms	100	9	t > 1200 ms	395	39	failed	0	0	0	0	-1
